,Location,Wait,Time Window,Scrape Timestamp
21,Bathgate Contract Post...,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
22,CI Ida G Israel Chc,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
23,Elmhurst Hospital Center,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
24,JFK Airport,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
25,Midwood,< 90 Minutes,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
26,Red Hook Recreational ...,No Wait Time,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
27,Sydenham,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
28,Bay Ridge 5th Avenue,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
29,Co-op City Retail Space,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
30,EY East New York DTC,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
31,Kew Gardens,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
32,Morrisania Diagnostic ...,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
33,Sorrentino Recreationa...,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
34,Sydenham Health Center,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
35,Beach 39th,< 90 Minutes,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
36,Coney Island Hospital ...,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
37,Fort Hamilton,< 60 Minutes,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
38,Kings County Hospital ...,< 30 Minutes,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
39,Mt. Loretto,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
40,St. Albans,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
41,Tremont Community Heal...,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
42,Bellevue Hospital Center,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
43,CU Jonathan Williams C...,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
44,Gouverneur Healthcare,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
45,LaGuardia Airport,No Wait Time,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
46,North Central Bronx Ho...,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
47,St. George Ferry Termi...,< 90 Minutes,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
48,Windsor Park Library,< 30 Minutes,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
49,Belvis Diagnostic & Tr...,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
50,CU Vanderbilt,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
51,Greenbelt Recreational...,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
52,Leﬀerts,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
53,Northern Boulevard,< 60 Minutes,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
54,St. James Recreational...,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
55,Woodhull Medical Center,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
